name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,gender
Ivan Lopez,,14,3,1,167.64,61.23,,Southpaw,,0.9,26,2.24,65,0.0,0,30,0.9,Male
Alexander Otsuka,The Diet Butcher,5,13,0,185.42,92.99,,Orthodox,00:00.0,0.9,55,1.16,51,1.51,43,53,0.9,Male
Ray Rodriguez,The Judge,16,8,0,170.18,61.23,177.8,Orthodox,00:00.0,0.9,27,3.89,40,1.42,50,44,0.9,Male
Mark Hughes,,6,2,0,175.26,92.99,,Southpaw,00:00.0,0.9,47,0.4,42,3.0,50,0,0.9,Male
Sean Alvarez,,4,3,0,182.88,106.59,,Orthodox,00:00.0,0.89,37,3.25,47,0.0,0,0,0.89,Male
Pawan Maan,,7,3,1,170.18,70.31,177.8,Orthodox,00:00.0,0.89,44,2.98,43,0.0,0,0,0.89,Male
Tony Juarez,,1,12,0,,70.31,,,,0.89,25,10.34,38,4.43,100,66,0.89,Male
Gugun Gusman,The Tiger,8,4,0,170.18,61.23,172.72,Orthodox,00:00.0,0.88,27,6.18,41,0.0,0,33,0.88,Male
Richard Jacobi,,6,1,1,193.04,117.93,190.5,Orthodox,00:00.0,0.88,44,3.94,51,3.28,100,100,0.88,Male
Jerrod Sanders,J-Reazie,16,3,0,172.72,61.23,182.88,Orthodox,00:00.0,0.88,64,1.14,46,2.2,33,50,0.88,Male
Royce Gracie,,15,2,3,185.42,79.38,,Southpaw,00:00.0,0.88,41,1.13,37,0.0,0,66,0.88,Male
Ikuhisa Minowa,Minowaman,60,42,8,175.26,82.1,,Orthodox,00:00.0,0.88,40,1.66,49,1.82,41,5,0.88,Male
Kenneth Alexander,The Machine,7,6,0,175.26,70.31,,Orthodox,00:00.0,0.88,19,2.2,66,4.71,26,0,0.88,Male
Kevin Haley,The North Woods Nightmare,6,4,0,187.96,92.99,,,,0.87,59,0.87,64,3.0,100,0,0.87,Male
Marvin Maldonado,The Bulldog,2,4,0,167.64,61.23,,,,0.87,56,3.47,43,0.0,0,20,0.87,Male
Zach Zane,The Hurricane,10,7,0,170.18,65.77,175.26,Southpaw,00:00.0,0.87,56,6.67,20,0.0,0,26,0.87,Male
Motonobu Tezuka,,28,12,7,170.18,61.23,,Southpaw,00:00.0,0.87,23,2.8,51,1.5,11,0,0.87,Male
Milana Dudieva,,11,6,0,160.02,61.23,,Orthodox,00:00.0,0.87,31,3.43,58,2.34,45,0,0.87,Female
Dione Barbosa,The Witch,6,2,0,167.64,56.7,167.64,Orthodox,00:00.0,0.87,50,0.65,66,3.27,100,0,0.87,Male
Bazigit Atajev,Volk,17,1,0,185.42,104.33,,Orthodox,,0.87,41,3.14,49,1.0,33,0,0.87,Male
Mike Zichelle,,8,4,0,,92.99,,,,0.87,35,0.87,40,0.0,0,0,0.87,Male
Ronys Torres,,35,5,0,170.18,70.31,,Orthodox,00:00.0,0.87,26,1.93,57,4.0,47,16,0.87,Male
Min Soo Kim,,3,7,0,185.42,115.67,,Southpaw,00:00.0,0.87,100,3.48,20,0.0,0,0,0.87,Male
Josh Shockman,The War Hammer,6,3,0,193.04,106.59,,Southpaw,00:00.0,0.87,32,0.87,58,0.0,0,23,0.87,Male
Roberta Rovel,Crusher,4,1,0,172.72,65.77,,,,0.87,46,3.0,26,0.0,0,100,0.87,Male
Lemont Davis,,2,6,0,172.72,77.11,,Orthodox,,0.87,54,1.27,55,1.0,50,0,0.87,Male
Kim In Seok,,3,6,0,167.64,65.77,,Orthodox,,0.87,37,5.19,60,0.0,0,0,0.87,Male
Sandra Lavado,Peruvian Zombie,10,3,0,170.18,52.16,167.64,Orthodox,00:00.0,0.87,37,2.67,34,0.0,0,33,0.87,Male
Fabio Mello,,11,8,0,165.1,70.31,,Southpaw,,0.86,35,3.94,50,0.0,0,0,0.86,Male
Ray Sefo,Sugarfoot,2,2,0,182.88,108.86,,Orthodox,00:00.0,0.86,31,1.71,72,0.0,0,66,0.86,Male
Ivan Serati,,12,4,0,182.88,92.99,,Orthodox,,0.86,26,5.33,29,0.0,0,0,0.86,Male
Horacio Gutierrez,The Punisher,4,3,0,177.8,65.77,,,,0.86,26,2.91,46,0.0,0,50,0.86,Male
CJ Keith,,8,4,0,182.88,70.31,,Orthodox,00:00.0,0.86,50,1.82,50,0.0,0,62,0.86,Male
Ralph Gracie,,6,1,0,175.26,83.01,,Orthodox,,0.86,37,1.72,31,0.0,0,25,0.86,Male
Murad Chunkaiev,,8,4,0,180.34,83.91,,Orthodox,,0.85,16,3.41,66,8.53,100,0,0.85,Male
Ruan Potts,Fangzz,11,6,0,187.96,112.04,190.5,Orthodox,00:00.0,0.85,37,5.92,22,0.75,16,33,0.85,Male
Darrion Caldwell,The Wolf,10,1,0,177.8,61.23,,,,0.85,34,0.57,60,3.41,66,100,0.85,Male
Yoshiyuki Yoshida,Zenko,18,9,0,180.34,77.11,177.8,Southpaw,00:00.0,0.85,36,3.67,36,1.41,28,25,0.85,Male
Sean McCorkle,,17,7,0,200.66,120.2,205.74,Orthodox,00:00.0,0.85,44,2.48,52,2.12,40,33,0.85,Male
Oron Kahlon,,16,1,0,172.72,61.23,177.8,Orthodox,00:00.0,0.85,37,4.93,36,0.0,0,40,0.85,Male
Jong Won Kim,,0,1,0,170.18,63.05,,Orthodox,,0.84,15,3.28,63,2.81,100,0,0.84,Male
Daijiro Matsui,,13,29,7,175.26,90.72,,Orthodox,00:00.0,0.84,45,1.69,55,1.83,30,43,0.84,Male
Harris Sarmiento,The Hitman,36,26,0,175.26,70.31,,Orthodox,00:00.0,0.84,25,3.46,36,2.36,60,57,0.84,Male
Carmelo Marrero,The Fury,16,6,0,182.88,92.99,185.42,Orthodox,00:00.0,0.84,34,2.04,54,3.21,36,36,0.84,Male
Ron Waterman,H20,16,6,2,187.96,127.01,,Orthodox,00:00.0,0.84,50,1.37,42,4.19,69,50,0.84,Male
Ryuichi Murata,,8,3,1,172.72,83.01,,Orthodox,,0.84,36,1.89,50,4.74,50,100,0.84,Male
Damir Mirenic,Wolf,9,4,0,182.88,83.91,,Orthodox,00:00.0,0.84,50,9.86,35,0.0,0,0,0.84,Male
Paul Rodriguez,,10,9,2,170.18,70.31,,Orthodox,,0.84,100,1.68,68,0.0,0,50,0.84,Male
Brandon Melendez,The Murderer,25,25,0,180.34,70.31,,Southpaw,00:00.0,0.84,26,0.56,63,0.0,0,25,0.84,Male
Javy Ayala,Eye Candy,10,5,0,185.42,120.2,,,,0.83,25,5.0,33,0.0,0,0,0.83,Male
John Marsh,,8,7,0,182.88,120.2,,Orthodox,00:00.0,0.83,42,2.23,40,0.43,100,54,0.83,Male
Shane Primm,,5,5,0,190.5,92.99,,Orthodox,00:00.0,0.83,26,2.25,62,1.78,20,0,0.83,Male
Joao Zeferino,The Brazilian Samurai,21,9,0,180.34,77.11,,Orthodox,00:00.0,0.83,36,2.6,48,0.5,5,50,0.83,Male
Jimmy Ambriz,The Titan,17,21,1,187.96,142.88,,Southpaw,00:00.0,0.83,29,3.76,40,3.13,57,100,0.83,Male
Ryan Gracie,,5,2,0,175.26,90.72,,Orthodox,00:00.0,0.82,61,0.5,40,2.83,75,25,0.82,Male
Aaron Ely,The Cyborg,5,2,0,172.72,61.23,,,,0.82,15,0.66,69,2.47,100,50,0.82,Male
Stefan Klever,,6,1,0,,83.91,,Orthodox,,0.82,50,3.84,58,0.0,0,0,0.82,Male
Sam Liera,,12,10,0,,,,,,0.82,60,7.36,51,0.0,0,66,0.82,Male
Shaheen Santana,Shazam,6,1,0,185.42,70.31,190.5,Orthodox,00:00.0,0.82,42,1.65,40,0.0,0,0,0.82,Male
Rene Kronvold,,5,1,0,172.72,77.11,,Orthodox,,0.82,100,2.47,60,0.0,0,66,0.82,Male
Chris Guillen,,13,16,0,182.88,108.86,,Orthodox,00:00.0,0.82,27,1.91,36,0.0,0,0,0.82,Male
Gabe Lemley,,13,9,0,172.72,70.31,,Orthodox,,0.82,35,6.03,45,0.0,0,0,0.82,Male
Zach Light,,9,11,0,172.72,77.11,,Orthodox,00:00.0,0.81,33,1.9,48,1.36,100,0,0.81,Male
Jeremie Holloway,Hit Em,8,3,0,182.88,77.11,,,,0.81,50,0.51,79,0.0,0,0,0.81,Male
Charlie Kohler,,8,4,1,175.26,70.31,,Orthodox,00:00.0,0.81,33,4.31,46,0.0,0,0,0.81,Male
Everett Sims,Sexual Chocolate,4,1,0,195.58,117.93,195.58,Southpaw,00:00.0,0.81,66,2.19,30,0.0,0,42,0.81,Male
Chance Farrar,,8,3,0,175.26,65.77,,Southpaw,00:00.0,0.81,22,2.21,67,3.02,100,0,0.81,Male
Jerrel Venetiaan,,4,3,0,185.42,88.45,,Orthodox,00:00.0,0.81,33,1.51,67,0.0,0,60,0.81,Male
Manuel Rodriguez,Chalate,11,5,0,175.26,77.11,,Orthodox,00:00.0,0.81,33,3.23,38,9.09,75,0,0.81,Male
Gian Siqueira,Pitbull,19,5,0,185.42,77.11,187.96,Orthodox,00:00.0,0.8,100,3.41,19,0.0,0,0,0.8,Male
Dan Barrera,The Fireman,3,1,0,175.26,77.11,,Orthodox,00:00.0,0.8,70,1.2,28,1.0,8,0,0.8,Male
Jack Cartwright,,10,1,0,175.26,61.23,172.72,Orthodox,00:00.0,0.8,38,3.33,29,6.0,66,0,0.8,Male
Michael Cora,Kookie Monster,4,1,0,185.42,77.11,195.58,Southpaw,00:00.0,0.8,28,0.13,66,0.0,0,25,0.8,Male
Pauline Macias,PITA,4,1,0,162.56,52.16,162.56,Southpaw,00:00.0,0.8,29,4.6,42,2.0,18,0,0.8,Male
Carlos Mota,Tizil,8,2,0,162.56,56.7,175.26,Orthodox,00:00.0,0.8,41,1.13,54,0.0,0,50,0.8,Male
Moise Rimbon,Swamp,23,11,3,177.8,92.99,,Orthodox,00:00.0,0.8,34,1.0,71,1.0,50,37,0.8,Male
Josh McDonald,,9,5,0,,83.91,,,,0.8,57,3.4,33,9.0,50,0,0.8,Male
Mando Gutierrez,El Toro,7,2,0,167.64,61.23,177.8,Southpaw,00:00.0,0.8,75,1.33,50,1.0,100,40,0.8,Male
Daniel Swain,,20,10,1,175.26,65.77,177.8,Orthodox,00:00.0,0.8,44,3.2,40,0.0,0,0,0.8,Male
Jae Hyun Park,The First Prospect,6,2,0,172.72,70.31,182.88,Orthodox,00:00.0,0.8,63,1.0,21,0.0,0,22,0.8,Male
Jeff Bedard,Little Popeye,13,3,0,167.64,65.77,,Orthodox,00:00.0,0.8,51,0.0,100,3.43,66,100,0.8,Male
Philip Preece,,10,14,0,172.72,92.99,,Orthodox,,0.8,72,0.7,63,0.0,0,0,0.8,Male
George Allen,,13,19,2,187.96,92.99,,Open Stance,00:00.0,0.8,38,3.1,43,0.0,0,50,0.8,Male
Tatsuya Iwasaki,,0,1,0,175.26,92.99,,Orthodox,,0.79,100,8.68,38,0.0,0,0,0.79,Male
Cory Walmsley,Hardcore,8,2,0,182.88,92.99,,Orthodox,,0.79,100,1.18,50,0.0,0,0,0.79,Male
Jamey Simmons,The Afro Samurai,7,4,0,167.64,61.23,177.8,Orthodox,00:00.0,0.79,21,1.92,74,0.0,0,50,0.79,Male
Montserrat Conejo Ruiz,,10,4,0,152.4,52.16,154.94,Southpaw,00:00.0,0.79,27,4.96,37,2.05,83,33,0.79,Female
Jason Gilliam,,14,9,0,182.88,77.11,,Orthodox,,0.79,33,3.14,42,0.0,0,0,0.79,Male
JC Cottrell,,17,5,0,175.26,70.31,,Orthodox,00:00.0,0.79,25,2.75,45,0.79,100,50,0.79,Male
Greg McIntyre,,6,4,0,177.8,70.31,,Orthodox,00:00.0,0.79,30,1.36,41,5.09,50,0,0.79,Male
Marcin Bandel,Bomba,15,7,0,177.8,70.31,,Orthodox,00:00.0,0.79,50,5.26,23,0.0,0,0,0.79,Male
Jose Canseco,,0,1,0,193.04,108.86,,Orthodox,00:00.0,0.78,10,4.68,62,0.0,0,0,0.78,Male
Floyd Sword,,12,3,0,182.88,83.91,,Orthodox,00:00.0,0.78,42,1.57,40,0.0,0,33,0.78,Male
Andrei Semenov,,34,9,2,182.88,83.91,,Orthodox,00:00.0,0.78,15,2.44,60,1.74,80,55,0.78,Male
Zoila Frausto,Warrior Princess,13,5,0,162.56,61.23,,Orthodox,,0.77,31,1.64,53,0.0,0,57,0.77,Male
Steven Koslow,Obi Won Shinobi The Pillow,6,1,0,170.18,56.7,175.26,Switch,00:00.0,0.77,37,3.73,40,5.28,55,0,0.77,Male
Rubens Xavier,Macula,5,3,0,190.5,99.79,,Orthodox,,0.77,42,1.82,21,2.1,40,25,0.77,Male
Neiman Gracie,,6,0,0,182.88,77.11,,,,0.77,100,0.38,75,5.77,100,0,0.77,Male
Dos Caras Jr.,,9,5,0,193.04,102.06,,Orthodox,00:00.0,0.77,23,1.2,59,0.0,0,72,0.77,Male
Joao Pierini,,4,1,0,185.42,70.31,,Switch,00:00.0,0.76,14,4.56,33,0.0,0,0,0.76,Male
Hiromitsu Kanehara,,19,27,5,177.8,90.72,,Orthodox,00:00.0,0.76,22,4.39,40,0.0,0,40,0.76,Male
Luciano Azevedo,,17,9,1,190.5,73.03,,Orthodox,00:00.0,0.76,45,1.97,27,2.28,11,0,0.76,Male
Kimo Leopoldo,,10,7,1,190.5,106.59,,Orthodox,00:00.0,0.76,83,2.12,30,4.55,100,0,0.76,Male
Kristian Rothaermel,,4,3,0,182.88,92.99,,Open Stance,00:00.0,0.75,50,2.49,41,0.0,0,0,0.75,Male
Achmed Labasanov,,7,4,0,190.5,97.52,,Orthodox,00:00.0,0.75,39,1.1,46,3.0,100,0,0.75,Male
Leigh Remedios,Bulldog,18,10,2,170.18,70.31,,Orthodox,00:00.0,0.75,41,1.36,68,0.0,0,33,0.75,Male
Ross Ebanez,The Boss,20,10,0,175.26,69.85,,Southpaw,00:00.0,0.74,50,0.74,62,3.7,100,0,0.74,Male
Bendy Casimir,,20,14,2,165.1,65.77,,Southpaw,00:00.0,0.74,27,3.42,54,0.0,0,100,0.74,Male
TJ Hepburn,The Carnivore,4,2,0,170.18,70.31,,,,0.73,37,0.13,81,2.0,40,60,0.73,Male
Daniel Roberts,Ninja,15,7,0,177.8,77.11,187.96,Southpaw,00:00.0,0.73,20,2.27,46,2.46,44,40,0.73,Male
Chad Hanekom,Superman,9,3,0,193.04,83.91,187.96,Orthodox,00:00.0,0.73,47,1.47,33,0.0,0,71,0.73,Male
Jean Silva,White Bear,19,12,3,167.64,72.57,,Orthodox,00:00.0,0.73,22,2.93,52,0.0,0,0,0.73,Male
Korey Kuppe,,8,4,0,195.58,77.11,195.58,Switch,00:00.0,0.73,73,1.33,31,0.0,0,69,0.73,Male
Joe Martin,,6,8,0,175.26,77.11,,,,0.73,40,2.4,45,0.0,0,16,0.73,Male
Keisuke Fujiwara,,17,12,5,167.64,63.05,,Switch,,0.73,44,1.2,47,0.0,0,23,0.73,Male
Josh Smith,,9,8,0,182.88,70.31,,Orthodox,00:00.0,0.73,28,1.4,54,0.0,0,57,0.73,Male
Antonio Schembri,Nino,5,5,0,175.26,92.99,,Orthodox,00:00.0,0.72,26,2.12,55,1.31,40,0,0.72,Male
Paul Redmond,Redser,12,7,0,177.8,65.77,,Orthodox,00:00.0,0.72,34,2.99,41,0.0,0,50,0.72,Male
Paul Creighton,,3,1,0,167.64,70.31,,Southpaw,00:00.0,0.72,75,4.65,30,5.37,37,0,0.72,Male
Jeremy Jackson,Scorpion,9,5,0,177.8,77.11,,Orthodox,00:00.0,0.71,27,2.03,25,1.52,40,58,0.71,Male
Lee Kwan Bum,,0,1,0,187.96,129.73,,Orthodox,,0.71,14,0.0,100,0.0,0,0,0.71,Male
Chuck Grigsby,The Reverend,23,10,0,198.12,92.99,,Orthodox,,0.71,16,3.29,46,0.0,0,66,0.71,Male
Sanford Alton Meeks,,1,1,0,195.58,120.2,190.5,Orthodox,00:00.0,0.71,42,4.47,38,7.06,25,0,0.71,Male
Bharat Kandare,Daring,5,3,0,170.18,61.23,182.88,Orthodox,00:00.0,0.7,10,1.88,72,0.0,0,0,0.7,Male
Kristof Midoux,The Hurricane,6,10,0,185.42,99.79,,Orthodox,00:00.0,0.7,43,2.89,49,0.0,0,0,0.7,Male
Sanae Kikuta,,31,9,3,175.26,90.72,,Orthodox,00:00.0,0.7,45,0.9,52,1.6,63,25,0.7,Male
Gabrielle Holloway,Gabanator,6,5,0,160.02,65.77,,,,0.7,42,3.07,34,3.0,35,16,0.7,Male
Delson Heleno,Pe De Chumbo,29,10,0,180.34,83.91,,Orthodox,00:00.0,0.69,75,4.83,19,0.0,0,0,0.69,Male
Nick Agallar,,24,6,0,172.72,70.31,,Orthodox,00:00.0,0.69,11,4.56,42,0.0,0,0,0.69,Male
Curtis Stout,,11,12,1,185.42,83.91,,Southpaw,00:00.0,0.69,67,3.2,29,0.0,0,20,0.69,Male
Jason Tan,,5,3,0,177.8,77.11,,Orthodox,00:00.0,0.69,29,7.37,18,0.0,0,0,0.69,Male
Jules Bruchez,,1,2,0,182.88,92.99,,Southpaw,00:00.0,0.69,50,5.52,46,0.0,0,0,0.69,Male
Homer Moore,The Rock,26,9,2,177.8,92.99,,Orthodox,00:00.0,0.68,50,0.68,0,5.07,66,0,0.68,Male
Brandon Shuey,Big Dawg,7,6,0,170.18,70.31,,Orthodox,00:00.0,0.68,33,1.36,0,0.0,0,0,0.68,Male
Ansar Chalangov,,14,5,0,175.26,77.11,,Orthodox,00:00.0,0.68,66,1.69,54,0.0,0,0,0.68,Male
Satoru Kitaoka,,40,14,9,167.64,69.85,,,,0.68,33,2.15,45,0.62,10,27,0.68,Male
Scott Norton,Hollywood,7,1,0,177.8,77.11,,Orthodox,00:00.0,0.67,30,0.34,60,2.52,25,0,0.67,Male
Nick Garcia,Nitro,8,3,0,162.56,56.7,,,,0.67,25,3.03,50,0.0,0,83,0.67,Male
Amir Rahnavardi,,11,10,0,182.88,92.99,,Orthodox,00:00.0,0.67,25,0.0,100,0.0,0,50,0.67,Male
Iouri Kotchkine,,7,4,1,187.96,106.59,,Orthodox,,0.67,38,4.92,15,0.0,0,25,0.67,Male
Justin Robbins,,14,18,1,165.1,61.23,,,,0.67,37,3.2,47,0.0,0,0,0.67,Male
Alex Gorgees,Hitman,6,1,0,187.96,70.31,187.96,Switch,00:00.0,0.67,32,2.27,38,0.0,0,54,0.67,Male
Flavio Luiz Moura,,19,7,0,180.34,83.01,,Open Stance,,0.67,16,0.0,0,0.0,0,0,0.67,Male
Rafael Silva,Morcego,28,6,0,170.18,61.23,,,,0.67,50,0.73,67,0.0,0,25,0.67,Male
Kazunori Yokota,,25,7,3,172.72,69.85,,Orthodox,00:00.0,0.67,31,1.13,57,0.0,0,0,0.67,Male
Jeimeson Saudino,The Minion,8,5,0,167.64,61.23,,,,0.66,30,0.82,84,2.47,50,0,0.66,Male
Dino Pezao,,1,3,0,,92.99,,Orthodox,,0.66,30,3.28,31,0.0,0,0,0.66,Male
Pete Rogers Jr.,The Heat,2,4,0,182.88,65.77,,,,0.66,15,1.71,65,0.0,0,0,0.66,Male
Rainn Guerrero,Purple Rainn,5,2,0,167.64,56.7,165.1,Orthodox,00:00.0,0.65,33,0.87,50,3.27,100,0,0.65,Male
Carlos Newton,The Ronin,16,14,0,175.26,77.11,,Orthodox,00:00.0,0.65,41,1.55,44,2.47,70,43,0.65,Male
James Bochnovic,,8,3,0,193.04,92.99,205.74,Orthodox,00:00.0,0.65,26,3.64,21,0.0,0,0,0.65,Male
Mike Budnik,,13,4,0,175.26,65.77,172.72,Orthodox,00:00.0,0.65,52,0.95,53,0.0,0,0,0.65,Male
Josh Wick,The White Mamba,12,6,0,175.26,70.31,175.26,Switch,00:00.0,0.65,60,6.52,41,0.0,0,80,0.65,Male
Billy Pasulatan,,10,3,0,165.1,56.7,167.64,Switch,00:00.0,0.65,20,5.22,48,0.0,0,0,0.65,Male
Allan Goes,,10,5,2,182.88,92.99,,Orthodox,00:00.0,0.64,52,1.35,41,1.75,40,0,0.64,Male
Shungo Oyama,,14,19,0,180.34,83.91,,Southpaw,00:00.0,0.64,25,1.96,57,1.07,57,62,0.64,Male
Bu-Kyung Jung,,0,4,0,170.18,69.85,,Orthodox,00:00.0,0.63,36,1.85,56,1.1,75,0,0.63,Male
Nobuhiro Obiya,,12,5,1,172.72,65.77,,Orthodox,00:00.0,0.63,28,2.53,55,0.5,50,41,0.63,Male
Bubba Bush,The Fightin' Texas Aggie,8,3,0,182.88,83.91,,Orthodox,00:00.0,0.63,55,7.01,25,2.82,50,60,0.63,Male
Jason Thacker,,0,1,0,177.8,83.91,,Orthodox,00:00.0,0.63,33,17.05,32,0.0,0,0,0.63,Male
Erick Wanderlei,,3,3,0,185.42,92.99,,Orthodox,,0.63,41,2.66,40,3.8,66,0,0.63,Male
Ronal Siahaan,Naga Sakti,7,1,0,170.18,56.7,180.34,Southpaw,00:00.0,0.63,66,6.17,25,0.0,0,25,0.63,Male
Kazuhisa Watanabe,,0,1,0,167.64,63.05,,,,0.62,50,0.94,0,0.0,0,14,0.62,Male
Scott Carson,,4,2,0,187.96,97.52,,,,0.62,66,6.22,23,0.0,0,0,0.62,Male
Tony Bonello,The Gun,16,3,1,187.96,83.91,,,,0.62,33,12.62,10,0.0,0,0,0.62,Male
Craig Zellner,Big Z,4,3,0,187.96,92.99,,Orthodox,00:00.0,0.61,9,4.65,61,0.0,0,0,0.61,Male
Joey Gilbert,,2,3,0,180.34,70.31,,Orthodox,00:00.0,0.61,42,4.44,31,0.0,0,0,0.61,Male
Pete Williams,El Duro,12,6,0,190.5,106.59,,Orthodox,00:00.0,0.61,62,2.77,40,1.84,40,16,0.61,Male
Kengo Watanabe,,8,13,3,193.04,99.79,,Orthodox,00:00.0,0.6,40,3.4,35,1.0,100,37,0.6,Male
Nayara Maia,Capita,7,1,1,165.1,56.7,167.64,Orthodox,00:00.0,0.6,36,3.33,43,1.0,33,0,0.6,Male
Ryo Kawamura,,18,9,4,180.34,92.99,,Orthodox,00:00.0,0.6,16,3.93,39,0.0,0,6,0.6,Male
Josh Rafferty,,9,8,0,182.88,77.11,,Orthodox,00:00.0,0.6,33,3.6,50,0.0,0,0,0.6,Male
Bruno Carvalho,,10,5,0,172.72,69.85,,,,0.6,45,0.93,53,0.0,0,66,0.6,Male
Alexandre Franca Nogueira,Pequeno,18,6,3,170.18,65.77,,Orthodox,00:00.0,0.6,20,4.18,57,0.0,0,0,0.6,Male
Chris Brennan,The Westside Strangler,21,13,1,172.72,77.11,,Orthodox,00:00.0,0.6,40,0.97,50,0.0,0,25,0.6,Male
Helio Dipp,,6,3,0,195.58,83.91,,Orthodox,,0.6,25,1.8,62,0.0,0,50,0.6,Male
Tim Roman,,3,4,0,185.42,77.11,,,,0.6,40,2.4,40,1.0,100,16,0.6,Male
Gil Castillo,,8,5,0,175.26,77.11,,Southpaw,00:00.0,0.6,45,2.22,44,3.33,45,50,0.6,Male
Marcelo Brito,Jungle Boy,13,8,0,185.42,77.11,,Orthodox,00:00.0,0.6,20,3.53,55,0.0,0,50,0.6,Male
Joe Pearson,The Triangular Strangler,45,30,1,177.8,65.77,,Orthodox,00:00.0,0.59,18,3.51,33,0.0,0,0,0.59,Male
Tim Caron,The Bear,7,1,0,185.42,83.91,,Orthodox,00:00.0,0.59,50,6.9,12,0.0,0,0,0.59,Male
Nick Gonzalez,The Ghost,17,12,0,167.64,70.31,,Orthodox,00:00.0,0.59,20,2.35,33,0.0,0,50,0.59,Male
Hitomi Akano,Girlfight Monster,18,10,0,162.56,61.23,,Southpaw,00:00.0,0.59,45,2.58,55,0.0,0,8,0.59,Male
Justin Bruckmann,Loaf,7,3,0,175.26,77.11,,Orthodox,,0.59,66,5.91,16,0.0,0,33,0.59,Male
Yan Pellerin,Wild Thing,11,13,0,180.34,92.99,,Orthodox,,0.59,25,0.89,66,4.43,100,0,0.59,Male
Donald Sanchez,,31,17,0,177.8,65.77,,,,0.58,50,1.16,55,0.0,0,50,0.58,Male
Yusup Saadulaev,Maestro,16,4,1,167.64,61.23,,,,0.57,45,0.96,66,5.73,60,0,0.57,Male
Takeshi Yamazaki,,15,12,3,172.72,63.05,,Southpaw,,0.57,25,1.57,47,4.5,50,100,0.57,Male
Clint Godfrey,,13,3,0,167.64,61.23,,Southpaw,00:00.0,0.57,31,0.96,65,0.85,25,50,0.57,Male
Mike Joy,,11,8,0,167.64,70.31,,Southpaw,00:00.0,0.57,33,1.71,47,0.78,33,0,0.57,Male
Wayne Cole,,16,25,0,185.42,92.99,,Orthodox,,0.57,20,8.33,27,4.31,25,0,0.57,Male
James Barnes,Mooka,14,5,0,172.72,61.23,180.34,Orthodox,00:00.0,0.57,34,3.02,39,1.08,16,40,0.57,Male
Jeff Cox,The Grinder,10,7,0,177.8,70.31,,Orthodox,00:00.0,0.56,25,1.69,33,4.23,50,80,0.56,Male
Masakazu Imanari,,36,16,2,162.56,63.05,,Southpaw,00:00.0,0.55,30,1.74,57,0.0,0,0,0.55,Male
Fazlo Mulabitinovic,,4,2,0,,61.23,,,,0.54,16,0.0,100,0.0,0,0,0.54,Male
Francisco France,Kiko,13,5,1,182.88,92.99,,,,0.54,33,3.51,27,0.0,0,0,0.54,Male
Ray Routh,,2,1,0,172.72,83.91,,Orthodox,,0.54,21,3.22,28,2.69,33,0,0.54,Male
Jutaro Nakao,,25,19,4,175.26,77.11,,Southpaw,00:00.0,0.53,38,1.06,44,0.38,50,56,0.53,Male
Zach Skinner,,10,11,0,167.64,65.77,,Orthodox,,0.53,50,2.4,32,5.0,27,100,0.53,Male
Young Sam Jung,,4,8,0,172.72,63.05,,Orthodox,00:00.0,0.53,9,2.79,63,0.0,0,0,0.53,Male
Jarrod Kwitty,,2,2,0,172.72,83.91,,,,0.53,50,4.4,32,8.0,50,0,0.53,Male
Rick Roufus,,4,6,0,182.88,93.89,,Southpaw,,0.53,33,1.06,33,0.0,0,50,0.53,Male
Anthony Lapsley,The Recipe,23,7,0,175.26,77.11,,Southpaw,00:00.0,0.53,34,0.58,66,0.0,0,20,0.53,Male
Chad Reiner,The Grinder,33,18,0,180.34,77.11,,Orthodox,00:00.0,0.53,20,1.97,46,0.99,33,25,0.53,Male
Paul Sass,,14,2,0,182.88,70.31,185.42,Orthodox,00:00.0,0.53,26,1.9,51,0.53,16,33,0.53,Male
Todd Gouwenberg,,9,5,0,185.42,92.99,,Orthodox,00:00.0,0.52,23,2.93,42,1.57,33,50,0.52,Male
James Wallace,Jesse,5,2,0,177.8,70.31,175.26,Orthodox,00:00.0,0.52,28,3.41,35,0.0,0,0,0.52,Male
Johil de Oliveira,,17,15,1,167.64,77.11,,Orthodox,,0.51,34,0.73,58,1.1,50,44,0.51,Male
Matt Secor,,8,4,0,182.88,77.11,,,,0.51,20,0.81,50,3.03,100,0,0.51,Male
Mike Ciesnolevicz,,19,4,0,182.88,106.59,,Orthodox,00:00.0,0.51,50,4.62,57,0.0,0,20,0.51,Male
Jason Reinhardt,,20,3,0,167.64,61.23,,Orthodox,00:00.0,0.51,40,4.07,43,1.91,12,50,0.51,Male
Brad Morris,,10,6,0,187.96,92.99,,Orthodox,00:00.0,0.5,62,6.95,27,0.0,0,0,0.5,Male
Amilcar Alves,,15,12,0,182.88,77.11,,Southpaw,00:00.0,0.5,46,2.02,30,0.0,0,53,0.5,Male
Ben Earwood,,12,3,0,172.72,77.11,,Orthodox,,0.5,55,0.2,33,3.0,100,0,0.5,Male
Daiju Takase,,12,15,2,182.88,77.11,,Southpaw,00:00.0,0.49,30,1.64,47,0.84,17,21,0.49,Male
